base_strategy,strategy_name,lot_size,sharpe_ratio,sortino_ratio,calmar_ratio,total_return,max_drawdown,win_rate,n_trades,profit_factor,avg_win,avg_loss,expectancy,gross_pnl,net_pnl,total_commission,template,params,category
PatternRecognition_T0.8_SL10_TP30_PT0.4,PatternRecognition_L5_T0.8_SL10_TP30_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 30, 'PT': 0.4}",LOW (<50)
PatternRecognition_T0.8_SL10_TP30_PT0.5,PatternRecognition_L5_T0.8_SL10_TP30_PT0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 30, 'PT': 0.5}",LOW (<50)
PatternRecognition_T0.8_SL10_TP40,PatternRecognition_L5_T0.8_SL10_TP40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 40}",LOW (<50)
PatternRecognition_T0.8_SL10_TP40_PT0.2,PatternRecognition_L5_T0.8_SL10_TP40_PT0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 40, 'PT': 0.2}",LOW (<50)
PatternRecognition_T0.8_SL10_TP40_PT0.3,PatternRecognition_L5_T0.8_SL10_TP40_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 40, 'PT': 0.3}",LOW (<50)
PatternRecognition_T0.8_SL10_TP40_PT0.4,PatternRecognition_L5_T0.8_SL10_TP40_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 40, 'PT': 0.4}",LOW (<50)
PatternRecognition_T0.8_SL10_TP40_PT0.5,PatternRecognition_L5_T0.8_SL10_TP40_PT0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 40, 'PT': 0.5}",LOW (<50)
PatternRecognition_T0.8_SL10_TP50,PatternRecognition_L5_T0.8_SL10_TP50,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 50}",LOW (<50)
PatternRecognition_T0.8_SL10_TP50_PT0.2,PatternRecognition_L5_T0.8_SL10_TP50_PT0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 50, 'PT': 0.2}",LOW (<50)
PatternRecognition_T0.8_SL10_TP50_PT0.3,PatternRecognition_L5_T0.8_SL10_TP50_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 50, 'PT': 0.3}",LOW (<50)
PatternRecognition_T0.8_SL10_TP50_PT0.4,PatternRecognition_L5_T0.8_SL10_TP50_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 50, 'PT': 0.4}",LOW (<50)
PatternRecognition_T0.8_SL10_TP50_PT0.5,PatternRecognition_L5_T0.8_SL10_TP50_PT0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 10, 'TP': 50, 'PT': 0.5}",LOW (<50)
PatternRecognition_T0.8_SL15_TP30,PatternRecognition_L5_T0.8_SL15_TP30,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 30}",LOW (<50)
PatternRecognition_T0.8_SL15_TP30_PT0.2,PatternRecognition_L5_T0.8_SL15_TP30_PT0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 30, 'PT': 0.2}",LOW (<50)
PatternRecognition_T0.8_SL15_TP30_PT0.3,PatternRecognition_L5_T0.8_SL15_TP30_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 30, 'PT': 0.3}",LOW (<50)
PatternRecognition_T0.8_SL15_TP30_PT0.4,PatternRecognition_L5_T0.8_SL15_TP30_PT0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 30, 'PT': 0.4}",LOW (<50)
PatternRecognition_T0.8_SL15_TP30_PT0.5,PatternRecognition_L5_T0.8_SL15_TP30_PT0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 30, 'PT': 0.5}",LOW (<50)
PatternRecognition_T0.8_SL15_TP40,PatternRecognition_L5_T0.8_SL15_TP40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 40}",LOW (<50)
PatternRecognition_T0.8_SL15_TP40_PT0.2,PatternRecognition_L5_T0.8_SL15_TP40_PT0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 40, 'PT': 0.2}",LOW (<50)
PatternRecognition_T0.8_SL15_TP40_PT0.3,PatternRecognition_L5_T0.8_SL15_TP40_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 40, 'PT': 0.3}",LOW (<50)
PatternRecognition_T0.8_SL15_TP40_PT0.4,PatternRecognition_L5_T0.8_SL15_TP40_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 40, 'PT': 0.4}",LOW (<50)
PatternRecognition_T0.8_SL15_TP40_PT0.5,PatternRecognition_L5_T0.8_SL15_TP40_PT0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 40, 'PT': 0.5}",LOW (<50)
PatternRecognition_T0.8_SL15_TP50,PatternRecognition_L5_T0.8_SL15_TP50,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 50}",LOW (<50)
PatternRecognition_T0.8_SL15_TP50_PT0.2,PatternRecognition_L5_T0.8_SL15_TP50_PT0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 50, 'PT': 0.2}",LOW (<50)
PatternRecognition_T0.8_SL15_TP50_PT0.3,PatternRecognition_L5_T0.8_SL15_TP50_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 50, 'PT': 0.3}",LOW (<50)
PatternRecognition_T0.8_SL15_TP50_PT0.4,PatternRecognition_L5_T0.8_SL15_TP50_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 50, 'PT': 0.4}",LOW (<50)
PatternRecognition_T0.8_SL15_TP50_PT0.5,PatternRecognition_L5_T0.8_SL15_TP50_PT0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 15, 'TP': 50, 'PT': 0.5}",LOW (<50)
PatternRecognition_T0.8_SL20_TP30,PatternRecognition_L5_T0.8_SL20_TP30,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 30}",LOW (<50)
PatternRecognition_T0.8_SL20_TP30_PT0.2,PatternRecognition_L5_T0.8_SL20_TP30_PT0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 30, 'PT': 0.2}",LOW (<50)
PatternRecognition_T0.8_SL20_TP30_PT0.3,PatternRecognition_L5_T0.8_SL20_TP30_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 30, 'PT': 0.3}",LOW (<50)
PatternRecognition_T0.8_SL20_TP30_PT0.4,PatternRecognition_L5_T0.8_SL20_TP30_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 30, 'PT': 0.4}",LOW (<50)
PatternRecognition_T0.8_SL20_TP30_PT0.5,PatternRecognition_L5_T0.8_SL20_TP30_PT0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 30, 'PT': 0.5}",LOW (<50)
PatternRecognition_T0.8_SL20_TP40,PatternRecognition_L5_T0.8_SL20_TP40,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 40}",LOW (<50)
PatternRecognition_T0.8_SL20_TP40_PT0.2,PatternRecognition_L5_T0.8_SL20_TP40_PT0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 40, 'PT': 0.2}",LOW (<50)
PatternRecognition_T0.8_SL20_TP40_PT0.3,PatternRecognition_L5_T0.8_SL20_TP40_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 40, 'PT': 0.3}",LOW (<50)
PatternRecognition_T0.8_SL20_TP40_PT0.4,PatternRecognition_L5_T0.8_SL20_TP40_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 40, 'PT': 0.4}",LOW (<50)
PatternRecognition_T0.8_SL20_TP40_PT0.5,PatternRecognition_L5_T0.8_SL20_TP40_PT0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 40, 'PT': 0.5}",LOW (<50)
PatternRecognition_T0.8_SL20_TP50,PatternRecognition_L5_T0.8_SL20_TP50,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 50}",LOW (<50)
PatternRecognition_T0.8_SL20_TP50_PT0.2,PatternRecognition_L5_T0.8_SL20_TP50_PT0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 50, 'PT': 0.2}",LOW (<50)
PatternRecognition_T0.8_SL20_TP50_PT0.3,PatternRecognition_L5_T0.8_SL20_TP50_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 50, 'PT': 0.3}",LOW (<50)
PatternRecognition_T0.8_SL20_TP50_PT0.4,PatternRecognition_L5_T0.8_SL20_TP50_PT0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 50, 'PT': 0.4}",LOW (<50)
PatternRecognition_T0.8_SL20_TP50_PT0.5,PatternRecognition_L5_T0.8_SL20_TP50_PT0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 20, 'TP': 50, 'PT': 0.5}",LOW (<50)
PatternRecognition_T0.8_SL30_TP50,PatternRecognition_L5_T0.8_SL30_TP50,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 30, 'TP': 50}",LOW (<50)
PatternRecognition_T0.8_SL30_TP50_PT0.2,PatternRecognition_L5_T0.8_SL30_TP50_PT0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 30, 'TP': 50, 'PT': 0.2}",LOW (<50)
PatternRecognition_T0.8_SL30_TP50_PT0.3,PatternRecognition_L5_T0.8_SL30_TP50_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 30, 'TP': 50, 'PT': 0.3}",LOW (<50)
PatternRecognition_T0.8_SL30_TP50_PT0.4,PatternRecognition_L5_T0.8_SL30_TP50_PT0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 30, 'TP': 50, 'PT': 0.4}",LOW (<50)
PatternRecognition_T0.8_SL30_TP50_PT0.5,PatternRecognition_L5_T0.8_SL30_TP50_PT0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 0.8, 'SL': 30, 'TP': 50, 'PT': 0.5}",LOW (<50)
PatternRecognition_T1.0_SL10_TP20,PatternRecognition_L5_T1.0_SL10_TP20,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 20}",LOW (<50)
PatternRecognition_T1.0_SL10_TP20_PT0.2,PatternRecognition_L5_T1.0_SL10_TP20_PT0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 20, 'PT': 0.2}",LOW (<50)
PatternRecognition_T1.0_SL10_TP20_PT0.3,PatternRecognition_L5_T1.0_SL10_TP20_PT0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 20, 'PT': 0.3}",LOW (<50)
PatternRecognition_T1.0_SL10_TP20_PT0.4,PatternRecognition_L5_T1.0_SL10_TP20_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 20, 'PT': 0.4}",LOW (<50)
PatternRecognition_T1.0_SL10_TP20_PT0.5,PatternRecognition_L5_T1.0_SL10_TP20_PT0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 20, 'PT': 0.5}",LOW (<50)
PatternRecognition_T1.0_SL10_TP30,PatternRecognition_L5_T1.0_SL10_TP30,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 30}",LOW (<50)
PatternRecognition_T1.0_SL10_TP30_PT0.2,PatternRecognition_L5_T1.0_SL10_TP30_PT0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 30, 'PT': 0.2}",LOW (<50)
PatternRecognition_T1.0_SL10_TP30_PT0.3,PatternRecognition_L5_T1.0_SL10_TP30_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 30, 'PT': 0.3}",LOW (<50)
PatternRecognition_T1.0_SL10_TP30_PT0.4,PatternRecognition_L5_T1.0_SL10_TP30_PT0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 30, 'PT': 0.4}",LOW (<50)
PatternRecognition_T1.0_SL10_TP30_PT0.5,PatternRecognition_L5_T1.0_SL10_TP30_PT0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 30, 'PT': 0.5}",LOW (<50)
PatternRecognition_T1.0_SL10_TP40,PatternRecognition_L5_T1.0_SL10_TP40,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 40}",LOW (<50)
PatternRecognition_T1.0_SL10_TP40_PT0.2,PatternRecognition_L5_T1.0_SL10_TP40_PT0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 40, 'PT': 0.2}",LOW (<50)
PatternRecognition_T1.0_SL10_TP40_PT0.3,PatternRecognition_L5_T1.0_SL10_TP40_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 40, 'PT': 0.3}",LOW (<50)
PatternRecognition_T1.0_SL10_TP40_PT0.4,PatternRecognition_L5_T1.0_SL10_TP40_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 40, 'PT': 0.4}",LOW (<50)
PatternRecognition_T1.0_SL10_TP40_PT0.5,PatternRecognition_L5_T1.0_SL10_TP40_PT0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 40, 'PT': 0.5}",LOW (<50)
PatternRecognition_T1.0_SL10_TP50,PatternRecognition_L5_T1.0_SL10_TP50,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 50}",LOW (<50)
PatternRecognition_T1.0_SL10_TP50_PT0.2,PatternRecognition_L5_T1.0_SL10_TP50_PT0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 50, 'PT': 0.2}",LOW (<50)
PatternRecognition_T1.0_SL10_TP50_PT0.3,PatternRecognition_L5_T1.0_SL10_TP50_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 50, 'PT': 0.3}",LOW (<50)
PatternRecognition_T1.0_SL10_TP50_PT0.4,PatternRecognition_L5_T1.0_SL10_TP50_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 50, 'PT': 0.4}",LOW (<50)
PatternRecognition_T1.0_SL10_TP50_PT0.5,PatternRecognition_L5_T1.0_SL10_TP50_PT0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 10, 'TP': 50, 'PT': 0.5}",LOW (<50)
PatternRecognition_T1.0_SL15_TP30,PatternRecognition_L5_T1.0_SL15_TP30,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 30}",LOW (<50)
PatternRecognition_T1.0_SL15_TP30_PT0.2,PatternRecognition_L5_T1.0_SL15_TP30_PT0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 30, 'PT': 0.2}",LOW (<50)
PatternRecognition_T1.0_SL15_TP30_PT0.3,PatternRecognition_L5_T1.0_SL15_TP30_PT0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 30, 'PT': 0.3}",LOW (<50)
PatternRecognition_T1.0_SL15_TP30_PT0.4,PatternRecognition_L5_T1.0_SL15_TP30_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 30, 'PT': 0.4}",LOW (<50)
PatternRecognition_T1.0_SL15_TP30_PT0.5,PatternRecognition_L5_T1.0_SL15_TP30_PT0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 30, 'PT': 0.5}",LOW (<50)
PatternRecognition_T1.0_SL15_TP40,PatternRecognition_L5_T1.0_SL15_TP40,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 40}",LOW (<50)
PatternRecognition_T1.0_SL15_TP40_PT0.2,PatternRecognition_L5_T1.0_SL15_TP40_PT0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 40, 'PT': 0.2}",LOW (<50)
PatternRecognition_T1.0_SL15_TP40_PT0.3,PatternRecognition_L5_T1.0_SL15_TP40_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 40, 'PT': 0.3}",LOW (<50)
PatternRecognition_T1.0_SL15_TP40_PT0.4,PatternRecognition_L5_T1.0_SL15_TP40_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 40, 'PT': 0.4}",LOW (<50)
PatternRecognition_T1.0_SL15_TP40_PT0.5,PatternRecognition_L5_T1.0_SL15_TP40_PT0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 40, 'PT': 0.5}",LOW (<50)
PatternRecognition_T1.0_SL15_TP50,PatternRecognition_L5_T1.0_SL15_TP50,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 50}",LOW (<50)
PatternRecognition_T1.0_SL15_TP50_PT0.2,PatternRecognition_L5_T1.0_SL15_TP50_PT0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 50, 'PT': 0.2}",LOW (<50)
PatternRecognition_T1.0_SL15_TP50_PT0.3,PatternRecognition_L5_T1.0_SL15_TP50_PT0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 50, 'PT': 0.3}",LOW (<50)
PatternRecognition_T1.0_SL15_TP50_PT0.4,PatternRecognition_L5_T1.0_SL15_TP50_PT0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PatternRecognition,"{'L': 5, 'T': 1.0, 'SL': 15, 'TP': 50, 'PT': 0.4}",LOW (<50)
